ctry,station_name,stid
US,LONG ISLAND MAC ART,7250354781.0
US,DUTCHESS COUNTY AIRPORT,72503614757.0
US,DUTCHESS CO,725036nan
US,WESTCHESTER COUNTY AIRPORT,72503794745.0
US,STEWART INTERNATIONAL AIRPORT,72503814714.0
US,STEWART INTL,725038nan
US,EATONS NECK COAST GUARD STATION,725039nan
US,IGOR I SIKORSKY MEMORIAL AIRPORT,72504094702.0
US,TWEED-NEW HAVEN AIRPORT,72504514758.0
US,TWEED NEW HAVEN,725045nan
US,GROTON-NEW LONDON AIRPORT,72504614707.0
US,GROTON NEW LONDON,725046nan
US,NEW LONDON LEDGE COAST GUARD STA,725047nan
US,FAULKNER ISLAND COAST GUARD LIGH,725048nan
US,LITTLE GULF ISLAND LIGHT STATION,725049nan
US,LONG ISLAND MAC ARTHUR AIRPORT,7250504781.0
US,CENTRAL PARK,72505394728.0
US,NORTH CENTRAL STATE ARPT,72505464710.0
US,NORTH CENTRAL STATE,725054nan
US,CHATHAM COAST GUARD STATION,725055nan
US,POINT JUDITH (CGS),725056nan
US,BRANT POINT COAST GUARD STATION,725057nan
US,BLOCK ISLAND STATE AIRPORT,72505894793.0
US,BLOCK ISLAND,725058nan
US,LAURENCE G HANSCOM FLD APT,72505914702.0
US,LAURENCE G HANSCOM,725059nan
US,NANTUCKET MEM,72506014704.0
US,NANTUCKET MEMORIAL AIRPORT,72506014756.0
US,NEW YORK CENTRAL PARK,72506094728.0
US,OTIS ANGB AIRPORT,72506114704.0
US,OTIS ANGB,72506114756.0
US,NANTUCKET MEM,72506314756.0
US,NANTUCKET MEM,725063nan
US,PLYMOUTH MUNICIPAL AIRPORT,72506454769.0
US,PLYMOUTH MUNICIPAL,725064nan
US,NEW BEDFORD RGNL AIRPORT,72506594726.0
US,NEW BEDFORD RGNL,725065nan
US,MARTHAS VINEYARD AIRPORT,72506694724.0
US,MARTHAS VINEYARD,725066nan
US,BRNSBL MUNI-BMAN/POL FD AP,72506794720.0
US,BARNSTABLE MUNI BOA,725067nan
US,TAUNTON MUNICIPAL AIRPORT,72506854777.0
US,TAUNTON MUNI,725068nan
US,CHATHAM MUNICIPAL AIRPORT,72506994624.0
US,CHATHAM MUNI,725069nan
US,THEODORE F GREEN STATE AIRPORT,72507014765.0
US,PROVINCETOWN MUNI AIRPORT,72507364708.0
US,PROVINCETOWN MUNI,725073nan
US,QUONSET STATE AIRPORT,72507454752.0
US,QUONSET STATE,725074nan
US,HARRIMAN-AND-WEST AIRPORT,72507554768.0
US,HARRIMAN AND WEST,725075nan
US,MERRIMAC RIVER COAST GUARD STATI,725076nan
US,BUZZARDS BAY COAST GUARD LIGHT S,725077nan
US,CASTLE HILL COAST GUARD STATION,725078nan
US,NEWPORT STATE AIRPORT,72507914787.0
US,NEWPORT,725079nan
US,BRADLEY INTERNATIONAL AIRPORT,72508014740.0
US,WINDHAM AIRPORT,72508454767.0
US,WINDHAM AIRPORT,725084nan
US,ORANGE MUNICIPAL AIRPORT,72508554756.0
US,ORANGE MUNI,725085nan
US,DANBURY MUNICIPAL AIRPORT,72508654734.0
US,DANBURY MUNI ARPT,725086nan
US,HARTFORD-BRAINARD AIRPORT,72508714752.0
US,HARTFORD BRAINARD,725087nan
US,BEVERLY MUNICIPAL AIRPORT,72508854733.0
US,BEVERLY MUNI,725088nan
US,NEW HAVEN COAST GUARD STATION,725089nan
US,GEN E L LOGAN INTERNATIONAL AIRPORT,72509014739.0
US,MARSHFIELD AIRPORT,725094nan
US,WORCESTER RGNL,72509594746.0
US,ISLE OF SHOALS COAST GUARD STATI,725096nan
US,NAVAL AIR STATION,72509714790.0
US,NORWOOD MEMORIAL AIRPORT,72509854704.0
US,NORWOOD MEM,725098nan
US,GLOUCESTER COAST GUARD STATION,725099nan
US,WORCESTER REGIONAL AIRPORT,72510094746.0
US,READING SPAATZ FIELD,72510114712.0
US,RDNG RGNL/C A SPAATZ FD AP,72510314712.0
US,READING RGNL CARL A,725103nan
US,PORT MEADVILLE AIRPORT,7251044843.0
US,PORT MEADVILLE,725104nan
US,PENN VALLEY AIRPORT,72510514770.0
US,PENN VALLEY,725105nan
US,FITCHBURG MUNICIPAL ARP,7251074780.0
US,FITCHBURG MUNI,725107nan
US,POTTSTOWN LIMERICK AIRPORT,72510954782.0
US,POTTSTOWN LIMERICK,725109nan
US,HARRISBURG CAPITAL CITY ARPT,72511014751.0
US,HARRISBURG CAPITAL CITY ARPT,72511114751.0
US,HARRISBURG CAPITAL CITY ARPT,725111nan
US,DOYLESTOWN AIRPORT,72511354786.0
US,DOYLESTOWN,725113nan
US,YORK AIRPORT,72511493778.0
US,YORK,725114nan
US,HARRISBURG INTL,72511514711.0
US,LANCASTER AIRPORT,72511654737.0
US,LANCASTER,725116nan
US,WASHINGTON COUNTY AIRPORT,7251174827.0
US,WASHINGTON CO,725117nan
US,CAPITAL CITY AIRPORT,72511814751.0
US,HARRISBURG/CAPITAL,725118nan
US,CLEARFIELD-LAWRENCE ARPT,72511954792.0
US,CLEARFIELD LAWRENCE,725119nan
US,PHILIPSBURG AIRPORT,72512014761.0
US,PHILIPSBURG AIRPORT,725120nan
US,BURLIGTON/COLCHE,72512114761.0
US,BTLR CO/K W SCHOLTER FD AP,72512464705.0
US,BUTLER CO SCHOLTER F,725124nan
US,DU BOIS-JEFFERSON CO ARPT,7251254787.0
US,DU BOIS JEFFERSON C,725125nan
US,ALTOONA-BLAIR COUNTY ARPT,72512614736.0
US,J MURTHA JTWN-CMBRA CO APT,7251274726.0
US,JOHN MURTHA JOHNSTO,725127nan
US,UNIVERSITY PARK AIRPORT,72512854739.0
US,UNIVERSITY PARK,725128nan
US,WILKES-BARRE/SCRANTON INTL AIRPORT,72513014777.0
US,TOBYHANNA,72513514754.0
US,WILLIAMSPORT REGIONAL AIRPORT,72514014778.0
US,MUIR ARMY AIRFIELD (FORT INDIANTOWN GAP),72514454723.0
US,MUIR AAF,725144nan
US,SULLIVAN COUNTY INTL ARPT,72514554746.0
US,SULLIVAN CO INTL,725145nan
US,OSWEGO COUNTY AIRPORT,72514654773.0
US,OSWEGO CO,725146nan
US,GREATER BINGHAMTON/E A LINK FIELD AP,7251504725.0
US,ITHACA TOMPKINS REGIONAL AIRPORT,72515594761.0
US,ITHACA TOMPKINS RGNL,725155nan
US,ELMIRA/CORNING RGNL ARPT,72515614748.0
US,ELMIRA CORNING RGNL,725156nan
US,MUNI ARPT TARANTINE FLD AP,72515754757.0
US,WELLSVILLE MUNI,725157nan
US,BENNINGTON STATE,725160nan
US,RUTLAND STATE AIRPORT,72516594737.0
US,RUTLAND STATE,725165nan
US,LEHIGH VALLEY INTERNATIONAL AIRPORT,72517014737.0
US,ALLENTOWN QUEEN CITY MUNI,725171nan
US,NAVAL AUXILIARY LANDING FIELD,72517213762.0
US,INDIANA COUNTY/JIMMY STEWART FIELD/AIRPORT,72517564706.0
US,INDIANA CO,725175nan
US,ALBANY INTERNATIONAL AIRPORT,72518014735.0
US,ALBANY (NEXRAD),725184nan
US,FLOYD BENNETT MEM,72518514750.0
US,OGDENSBURG INTL,725186nan
US,CLINTON COUNTY AIRPORT,72518794733.0
US,CLINTON CO,725187nan
US,CAPE VINCENT MARINE AVIATION REP,725188nan
US,SYRACUSE HANCOCK INTERNATIONAL AP,72519014771.0
US,PENN YAN AIRPORT,72519454778.0
US,PENN YAN,725194nan
US,OSWEGO COAST GUARD STATION,725195nan
US,GRIFFISS AIRPARK,72519614717.0
US,GRIFFIS AIRFIELD,72519664775.0
US,ONEIDA COUNTY AIRPORT,72519794794.0
US,MILLBROOK/SKY ACRES,725198nan
US,PITTSBURGH INTERNATIONAL AIRPORT,72520094823.0
US,MIFFLIN CO,725203nan
US,BEAVER COUNTY AIRPORT,7252044813.0
US,BEAVER CO,725204nan
US,ALLEGHENY COUNTY AIRPORT,72520514762.0
US,ALLEGHENY CO,725205nan
US,PITTSBURGH WSFO,725206nan
US,ARNOLD PALMER REGIONAL APT,72520754735.0
US,ARNOLD PALMER RGNL,725207nan
US,MARION MUNICIPAL AIRPORT,7252084855.0
US,MARION MUNI,725208nan
US,AKRON-CANTON REGIONAL AIRPORT,72521014895.0
US,LORAIN COUNTY RGNL AIRPORT,7252144849.0
US,LORAIN CO RGNL,725214nan
US,LORAIN COAST GUARD STATION,725215nan
US,WAYNE COUNTY AIRPORT,7252164842.0
US,WAYNE CO,725216nan
US,BUTLER CO. REGIONAL ARPT,72521753855.0
US,BUTLER CO RGNL,725217nan
US,MARION,725218nan
US,FLOYD BENNETT MEMO AIRPORT,72522014750.0
US,HARRY CLEVER FIELD AIRPORT,7252244852.0
US,HARRY CLEVER FLD,725224nan
US,NEWARK-HEATH AIRPORT,7252294858.0
US,NEWARK HEATH,725229nan
US,DANSVILLE/MUNICIPAL,72523094704.0
US,DANSVILLE MUNICIPAL,725230nan
US,CHAUTAUQUA CO/JAMESTOWN AP,7252354720.0
US,CHATAUQUA CO JAMESTO,725235nan
US,CLEVELAND-HOPKINS INTERNATIONAL AP,72524014820.0
US,CLEVELAND (LGT-H),725243nan
US,WILLOUGHBY LOST NATION MUNI,725244nan
US,CLEVELAND BURKE LAKEFNT AP,7252454853.0
US,BURKE LAKEFRONT,725245nan
US,MANSFIELD LAHM RGNL,72524614891.0
US,CUYAHOGA COUNTY AIRPORT,7252474805.0
US,CUYAHOGA CO,725247nan
US,CLEVELAND HARBOR COAST GUARD STA,725248nan
US,MARBLEHEAD COAST GUARD STATION,725249nan
US,YOUNGSTOWN-WARREN REGIONAL AIRPORT,72525014852.0
US,PORTAGE COUNTY AIRPORT,725253380.0
US,RAVENNA/PORTAGE COUNTY AIRPORT,725253nan
US,DEFIANCE MEMORIAL AIRPORT,7252544851.0
US,DEFIANCE MEMORIAL,725254nan
US,ASHTABULA COAST GUARD STATION,725255nan
US,ASHTABULA COUNTY AIRPORT,7252564857.0
US,ASHTABULA CO,725256nan
US,JENNINGS,725257nan
US,TOCCOA RG LETOURNEAU FIELD AIRPORT,725258382.0
US,TOCCOA RG LETOURNEAU FLD,725258nan
US,ERIE INTL/T. RIDGE FIELD AIRPORT,72526014860.0
US,SAINT MARYS MUNI,725264nan
US,ERIE COAST GUARD STATION,725265nan
US,BRADFORD REGIONAL AIRPORT,7252664751.0
US,VENANGO REGIONAL AIRPORT,72526794868.0
US,VENANGO RGNL,725267nan
CA,SIMCOE (MARS)     &,725270nan
US,BUFFALO NIAGARA INTERNATIONAL AP,72528014733.0
US,CATTARAUGUS COUNTY OLEAN AIRPORT,725283465.0
US,CATTARAUGUS CO OLEAN,725283nan
US,BUFFALO COAST GUARD STATION,725285nan
US,NIAGARA FALLS INTL AIRPORT,7252874724.0
US,NIAGARA FALLS INTL,725287nan
US,NIAGARA COAST GUARD STATION,725288nan
US,GREATER ROCHESTER INTERNATIONAL AP,72529014768.0
US,RIDGELY AIRPARK,725291nan
US,GRINNELL REGIONAL AIRPORT,72529214976.0
US,GARRETT CO,725293nan
US,ANSON COUNTY AIRPORT JEFF CLOUD FIELD,725294383.0
US,WADESBORO ANSON CO,725294nan
US,ROCHESTER COAST GUARD LIGHT STAT,725295nan
US,BOWMAN MUNI,725296nan
US,CHICAGO O'HARE INTERNATIONAL AIRPORT,72530094846.0
US,DUPAGE AIRPORT,72530594892.0
US,DUPAGE,725305nan
US,GLENVIEW NAS,72530614855.0
US,GLENVIEW NAS,725306nan
US,WILMETTE (MARINES)&,725307nan
US,RANTOUL/CHANUTE AFB,72531014806.0
US,RANTOUL,725310nan
US,ST LOUIS DOWNTOWN AIRPORT,7253143960.0
US,CAHOKIA/ST. LOUIS,725314nan
US,UNIVERSI OF IL WILLARD APT,72531594870.0
US,UNIV OF ILLINOIS WI,725315nan
US,DECATUR AIRPORT,7253163887.0
US,DECATUR,725316nan
US,COLES COUNTY MEMO AIRPORT,72531753802.0
US,COLES CO MEM,725317nan
US,GREATER PEORIA REGIONAL AIRPORT,72532014842.0
US,GALESBURG MUNICIPAL,725323nan
US,BRADFORD/RINKENBERG,72532514816.0
US,BRADFORD/RINKENBERG,725325nan
US,WHITESIDE CO ARPT-JOS H BITTOR F FLD ARPT,7253264894.0
US,STERLING ROCKFALLS,725326nan
US,PORTER COUNTY MUNICIPAL AIRPORT,7253274846.0
US,PORTER CO MUNI,725327nan
US,FORT WAYNE INTERNATIONAL AIRPORT,72533014827.0
US,PERU/GRISSOM RWY 23,725334nan
US,GRISSOM AFB AIRPORT,72533594833.0
US,GRISSOM ARB,725335nan
US,DELAWARE CO-JOHNSON FD APT,72533694895.0
US,DELAWARE CO JOHNSON,725336nan
US,GARY/CHICAGO AIRPORT,7253374807.0
US,GARY CHICAGO,725337nan
US,CHIGAGO-WAUKEE ARPT,725339nan
US,CHICAGO MIDWAY INTL ARPT,72534014819.0
US,LRNCVLL-VINCNES INTL ARPT,72534213809.0
US,LAWRENCEVILLE VINCEN,725342nan
US,CHICAGO / CALUMET COAST GUARD ST,725344nan
US,JOLIET REGIONAL AIRPORT,72534514834.0
US,JOLIET RGNL,725345nan
US,CHICAGO/MEIGS,72534694866.0
US,CHICAGO/MEIGS,725346nan
US,WAUKEGAN REGIONAL AIRPORT,72534714880.0
US,CHICAGO/WAUKEGAN,725347nan
US,LEWIS UNIVERSITY AIRPORT,7253484831.0
US,LEWIS UNIVERSITY,725348nan
US,SOUTH BEND REGIONAL AIRPORT,72535014848.0
US,ELKHART MUNICIPAL AIRPORT,7253544806.0
US,ELKHART MUNI,725354nan
US,TOLEDO EXPRESS AIRPORT,72536094830.0
US,FINDLAY AIRPORT,72536614825.0
US,DETROIT METRO WAYNE COUNTY AIRPORT,72537094847.0
US,GROSSE ILE MUNICIPAL AIRPORT,72537354819.0
US,GROSSE ILE MUNI,725373nan
US,ANN ARBOR MUNICIPAL ARPT,72537494889.0
US,ANN ARBOR MUNICIPAL,725374nan
US,DETROIT CITY AIRPORT,72537514822.0
US,WILLOW RUN AIRPORT,72537614853.0
US,WILLOW RUN,725376nan
US,SELFRIDGE AIR NATIONAL GUARD BASE,72537714804.0
US,SELFRIDGE ANGB,725377nan
US,LIVINGSTON COUNTY AIRPORT,7253784887.0
US,LIVINGSTON CO,725378nan
CA,WINDSOR AIRPORT,725380nan
US,KIRSCH MUNICIPAL AIRPORT,72538354827.0
US,KIRSCH MUNI,725383nan
US,ST CLAIR COUNTY INTL ARPT,7253844888.0
US,ST CLAIR CO INTL,725384nan
US,BELLE ISLE COAST GUARD STATION,725385nan
US,HARBOR BEACH,72538694898.0
US,PORT HOPE,725386nan
US,COPPER HARBOR,72538794899.0
US,COPPER HARBOR,725387nan
US,CAPITAL CITY AIRPORT,72539014836.0
US,TULIP CITY AIRPORT,7253944839.0
US,TULIP CITY,725394nan
US,JAKSON CO-RYNOLDS FLD ARPT,72539514833.0
US,W K KELLOGG AIRPORT,72539614815.0
US,W K KELLOGG,725396nan
US,BATH,725397nan
US,SPICKARD,725400nan
US,ADRIAN LENAWEE COUNTY ARPT,7254044847.0
US,LENAWEE CO,725404nan
US,GRATIOT COMMUNITY AIRPORT,72540554816.0
US,GRATIOT COMMUNITY,725405nan
US,HURON COUNTY MEMORIAL AIRPORT,72540654817.0
US,HURON CO MEM,725406nan
US,OTSEGO COUNTY AIRPORT,7254074854.0
US,GAYLORD RGNL,725407nan
US,SCHOOLCRAFT COUNTY AIRPORT,7254084881.0
US,SCHOOLCRAFT CO,725408nan
US,HILLSDALE MUNICIPAL ARPT,7254094882.0
US,HILLSDALE MUNICIPAL,725409nan
US,BRANCH COUNTY MEMO AIRPORT,7254144886.0
US,BRANCH CO MEM,725414nan
US,BROOKS FIELD AIRPORT,72541554821.0
US,BROOKS FLD,725415nan
US,ROBEN-HOOD ARPT,72541614864.0
US,ROBEN HOOD,725416nan
US,MASON JEWETT FIELD AIRPORT,72541754822.0
US,MASON JEWETT FLD,725417nan
US,CUSTER AIRPORT,72541854823.0
US,CUSTER,725418nan
US,SE IOWA REGIONAL AIRPORT,72542014931.0
US,MOUNT PLEASANT MUNI ARPT,7254244885.0
US,MOUNT PLEASANT MUNI,725424nan
US,GREATER ROCKFORD AIRPORT,72543094822.0
US,POCONO MTNS MUNI AIRPORT,72543454789.0
US,POCONO MOUNTAINS MUN,725434nan
US,QUAD CITY INTERNATIONAL AIRPORT,72544014923.0
US,THE EASTERN IOWA AIRPORT,72545014990.0
US,ATLANTIC MUNICIPAL AIRPORT,72545314930.0
US,ATLANTIC MUNI,725453nan
US,WASHINGTON MUNICIPAL ARPT,7254544903.0
US,WASHINGTON MUNI,725454nan
US,SOUTHEAST IOWA RGNL,72545514931.0
US,KEOKUK MUNICIPAL AIRPORT,7254564921.0
US,KEOKUK MUNI,725456nan
US,ALGONA MUNICIPAL AIRPORT,7254574904.0
US,ALGONA,725457nan
US,CLARION MUNICIPAL AIRPORT,7254584907.0
US,CLARION MUNI,725458nan
US,DES MOINES INTERNATIONAL AIRPORT,72546014933.0
US,MARSHALLTOWN MUNICIPAL APT,72546194988.0
US,MARSHALL TOWN MUNI,725461nan
US,IOWA CITY MUNICIPAL ARPT,72546214937.0
US,IOWA CITY MUNI,725462nan
US,CHARLES CITY MUNICIPAL APT,72546314966.0
US,CHARLES CITY MUNI,725463nan
US,NEWTON MUNICIPAL AIRPORT,7254644977.0
US,NEWTON MUNI,725464nan
US,OTTUMWA INDUSTRIAL AIRPORT,72546514950.0
US,ANKENY REGIONAL AIRPORT,7254664938.0
US,ANKENY REGIONAL ARP,725466nan
US,SHENANDOAH MUNICIPAL ARPT,7254674973.0
US,SHENANDOAH MUNI,725467nan
US,ARTHUR N. NEU AIRPORT,7254684910.0
US,ARTHUR N NEU,725468nan
US,CHARITON MUNICIPAL AIRPORT,7254694913.0
US,CHARITON MUNI,725469nan
US,DUBUQUE REGIONAL AIRPORT,72547094908.0
US,AMES MUNICIPAL AIRPORT,72547294989.0
US,AMES MUNI,725472nan
US,CLINTON MUNICIPAL AIRPORT,72547394979.0
US,CLINTON MUNI,725473nan
US,CRESTON MUNICIPAL AIRPORT,7254744915.0
US,CRESTON MUNI,725474nan
US,MONTICELLO REGIONAL ARPT,7254754953.0
US,MONTICELLO RGNL,725475nan
US,DECORAH MUNICIPAL AIRPORT,7254764916.0
US,DECORAH MUNI,725476nan
US,DENISON MUNICIPAL AIRPORT,7254774917.0
US,DENISON MUNICIPAL,725477nan
US,WEBSTER CITY MUNI AIRPORT,7254784920.0
US,WEBSTER CITY MUNI,725478nan
US,SCHENCK FIELD AIRPORT,7254794937.0
US,SCHENCK FLD,725479nan
US,WATERLOO MUNICIPAL AIRPORT,72548094910.0
US,FORT MADISON MUNICIPAL APT,7254834930.0
US,FORT MADISON MUNI,725483nan
US,LE MARS MUNICIPAL AIRPORT,7254844942.0
US,LE MARS MUNI,725484nan
US,MASON CITY MUNICIPAL ARPT,72548514940.0
US,BOONE MUNICIPAL AIRPORT,7254864906.0
US,BOONE MUNI,725486nan
US,MUSCATINE MUNICIPIAL ARPT,7254874950.0
US,MUSCATINE MUNI,725487nan
US,OELWEIN MUNICIPAL AIRPORT,7254884955.0
US,OELWEIN MUNI,725488nan
US,ORANGE CITY MUNICIPAL ARPT,7254894959.0
US,ORANGE CITY MUNI,725489nan
US,FORT DODGE REGIONAL APRT,72549094933.0
US,FORT DODGE (AWOS),725490nan
US,KNOXVILLE MUNICIPAL ARPT,7254934962.0
US,KNOXVILLE,725493nan
US,RED OAK MUNICIPAL AIRPORT,7254944966.0
US,RED OAK MUNI,725494nan
US,SHELDON MUNICIPAL AIRPORT,7254954975.0
US,SHELDON MUNI,725495nan
US,STORM LAKE MUNICIPAL ARPT,7254964976.0
US,STORM LAKE MUNI,725496nan
US,COUNCIL BLUFFS MUNI ARPT,7254974908.0
US,COUNCIL BLUFFS MUNI,725497nan
US,AUDUBON COUNTY AIRPORT,72549894998.0
US,AUDUBON CO,725498nan
US,LAMONI MUNICIPAL AIRPORT,72549994991.0
US,LAMONI MUNI AIRPORT,725499nan
US,EPPLEY AIRFIELD AIRPORT,72550014942.0
US,LINCOLN MUNICIPAL AIRPORT,72551014939.0
US,YORK MUNICIPAL AIRPORT,72551214989.0
US,YORK MUNI,725512nan
US,ARRA MUNI-AL POTTER FLD AP,7255134901.0
US,AURORA MUNI AL POTT,725513nan
US,WEBSTER NAVAL OUTLYING FIELD,7255143757.0
US,BEATRICE MUNICIPAL AIRPORT,72551594947.0
US,BEATRICE MUNI,725515nan
US,CENTRAL NEBRASKA REGIONAL AIRPORT,72552014935.0
US,EVELYN SHARP FIELD AIRPORT,72552494958.0
US,EVELYN SHARP FLD,725524nan
US,HASTINGS MUNICIPAL AIRPORT,72552594949.0
US,HASTINGS MUNI,725525nan
US,KEARNEY MUNICIPAL AIRPORT,72552614905.0
US,KEARNEY MUNI,725526nan
US,TEKAMAH MUNICIPAL AIRPORT,72552794978.0
US,TEKAMAH MUNI,725527nan
US,CRAM FLD,725528nan
US,OMAHA,72553094918.0
US,OMAHA  NE.,725530nan
US,OMAHA EPPLEY AIRFIELD,72553214942.0
US,BRENNER FIELD AIRPORT,72553394957.0
US,FALLS CITY/BRENNER,725533nan
US,OFFUTT AFB AIRPORT,72554014949.0
US,OFFUTT AFB,725540nan
US,NEBRASKA CITY MUNI AIRPORT,7255414993.0
US,NEBRASKA CITY MUNI,725541nan
US,BURWELL MUNI,725551nan
US,BROKEN BOW MUNICIPAL ARPT,72555594946.0
US,BROKEN BOW MUNI,725555nan
US,AINSWORTH MUNICIPAL ARPT,72555694975.0
US,AINSWORTH MUNICIPAL,725556nan
US,KARL STEFAN MEMORIAL AIRPORT,72556014941.0
US,FREMONT MUNICIPAL AIRPORT,7255644924.0
US,FREMONT MUNI,725564nan
US,COLUMBUS MUNICIPAL AIRPORT,72556594951.0
US,COLUMBUS MUNI,725565nan
US,THE O'NEILL MUNI-JOHN L BAKER FIELD AIRPORT,7255664957.0
US,THE ONEILL MUNI J BA,725566nan
US,SIOUX GATEWAY/COL BUD DAY FIELD AP,72557014943.0
US,VALLEY,725580nan
US,SIDNEY MUNICIPAL AIRPORT,72561024030.0
US,SIDNEY MUNI (AMOS),725610nan
US,NORTH PLATTE RGNL AP LEE BIRD FD AP,72562024023.0
US,SEARLE FIELD AIRPORT,72562194063.0
US,SEARLE FLD,725621nan
US,JIM KELLY FIELD AIRPORT,72562414994.0
US,JIM KELLY FLD,725624nan
US,MC COOK MUNICIPAL AIRPORT,72562594040.0
US,MCCOOK RGNL,725625nan
US,IMPERIAL MUNICIPAL AIRPORT,72562624091.0
US,IMPERIAL MUNI,725626nan
US,MULLEN / HOOKER COUNTY,725627nan
US,BREWSTER FIELD AIRPORT,7256284935.0
US,BREWSTER FLD,725628nan
US,SIDNEY MUNICIPAL AP,72563024030.0
US,COZAD MUNI,725634nan
US,ALLIANCE MUNICIPAL AIRPORT,72563524044.0
US,ALLIANCE MUNI,725635nan
US,CHADRON MUNICIPAL AIRPORT,72563624017.0
US,CHADRON MUNI,725636nan
US,GORDON MUNI,725637nan
US,CHEYENNE AIRPORT,72564024018.0
US,ARLINGTON EXIT I-80,725643nan
US,PUMPKIN VINE,725644nan
US,LARAMIE REGIONAL AIRPORT,72564524022.0
US,VEDAUWOO,725646nan
US,WHITAKER,725647nan
US,SIBLEY PEAK,725648nan
US,WHEATLAND,725649nan
US,DENVER INTERNATIONAL AIRPORT,7256503017.0
US,WESTERN NE REGIONAL/HEILIG FIELD AP,72566024028.0
US,KMBAL MUNI/R E ARRAJ FD AP,72566594073.0
US,KIMBALL MUNI R E ARR,725665nan
US,MILLER FIELD AIRPORT,72567024032.0
US,DOUGLAS AIRPORT,725680nan
US,DOUGLAS,72568124019.0
US,DOUGLAS,72568524019.0
US,CONVERSE COUNTY AIRPORT,72568694057.0
US,CONVERSE CO,725686nan
US,NATRONA COUNTY INTERNATIONAL AP,72569024089.0
US,CRAIG-MOFFAT AIRPORT,72570024046.0
US,CRAIG-MOFFAT,725700nan
US,VERNAL AIRPORT,72570594030.0
US,VERNAL,725705nan
US,PRICE/CARBON(RAMOS),725706nan
US,VERNAL,725707nan
US,ROOSEVELT         &,725708nan
US,YAMPA VALLEY AIRPORT,72571094025.0
US,HAYDEN/YAMPA (AWOS),72571594025.0
US,HAYDEN/YAMPA (AWOS),725715nan
US,RIFLE AVIATION WEATHER REPORTING,725716nan
US,GARFIELD CO REGIONAL ARPT,7257173016.0
US,GARFIELD CO RGNL,725717nan
US,SALT LAKE CITY INTERNATIONAL AIRPORT,72572024127.0
US,SALT LAKE CITY,725723nan
US,PROVO MUNICIPAL AIRPORT,72572424174.0
US,PROVO MUNI,725724nan
US,ROCK SPRINGS ARPT,72574024027.0
US,ROCK SPRINGS ARPT,72574124027.0
US,ROCK SPRINGS VORTAC,725743nan
US,RCK SRINGS-SWETWTER CO APT,72574424027.0
US,RAWLINS MUNICIPAL,72574524057.0
US,OGDEN-HINCKLEY AIRPORT,72575024126.0
US,OGDEN-HINCKLEY MUNI,725750nan
US,EAGLE RANGE,725753nan
US,HILL AFB AIRPORT,72575524101.0
US,HILL AFB,725755nan
US,HUNT FIELD AIRPORT,72576024021.0
US,TORRINGTON MUNICIPAL ARPT,72576394053.0
US,TORRINGTON MUNI,725763nan
US,RIVERTON REGIONAL,72576524061.0
US,RIVERTON REGIONAL,725765nan
US,726710,725771nan
US,EVAN-UINTA CO BURNS FLD AP,7257754111.0
US,EVANSTON UINTA CO BU,725775nan
US,JACKSON HOLE AIRPORT,72577624166.0
US,JACKSON HOLE,725776nan
US,POCATELLO REGIONAL AIRPORT,72578024156.0
US,ELK CITY,7257844109.0
US,LOWELL,725784nan
US,IDAHO FALLS REGIONAL ARPT,72578524145.0
US,MALAD CITY AIRPORT,72578624151.0
US,MALAD CITY,725786nan
US,STREVELL,72578724158.0
US,MC CALL,72578894182.0
US,MC CALL,725788nan
US,DERBY FIELD AIRPORT,72580524172.0
US,WENDOVER AIRPORT,72581024193.0
US,WENDOVER/AF. AUX. F,725810nan
US,DUGWAY PRVG GROUND,725814nan
US,DUGWAY PG UTAH/MICHALES AAF,725816nan
US,ELKO,725820nan
US,EUREKA (RAMOS),7258243170.0
US,EUREKA (RAMOS),725824nan
US,ELKO REGIONAL AIRPORT,72582524121.0
US,AUSTIN,725826nan
US,WILD HORSE RESERVOIR,72582794190.0
US,WILDHORSE RES/ELKO,725827nan
US,WINNEMUCCA MUNICIPAL AIRPORT,72583024128.0
US,BATTLE MOUNTAIN AIRPORT,72583524119.0
US,BATTLE MOUNTAIN,725835nan
US,SUSANVILLE MUNI,725837nan
US,SUSANVILLE MUNI,725841nan
US,BLUE CANYON - NYACK ARPT,72584523225.0
US,TRUCKEE-TAHOE AIRPORT,72584693201.0
US,TRUCKEE-TAHOE,725846nan
US,LAKE TAHOE AIRPORT,72584793230.0
US,LAKE TAHOE,725847nan
US,SHELTER COVE,725848nan
US,HAYWARD EXECUTIVE AIRPORT,72585093228.0
US,GOODING MUNICIPAL,725860nan
US,GOODING MUNICIPAL ARPT,72586124142.0
US,MCCALL MUNICIPAL AIRPORT,72586494182.0
US,FRIEDMAN MEMORIAL AIRPORT,72586594161.0
US,FRIEDMAN MEM,725865nan
US,JSIN FLD-MAGIC VLY RGN APT,72586694178.0
US,JOSLIN FLD MAGIC VA,725866nan
US,BURLEY MUNICIPAL AIRPORT,72586724133.0
US,ALLEN H TIGERT AIRPORT,72586894184.0
US,ALLEN H TIGERT,725868nan
US,MALTA,72586994186.0
US,MALTA,725869nan
US,OWYHEE,725875nan
US,LAKEVIEW,725891nan
US,KLAMATH FALLS AIRPORT,72589594236.0
US,KLAMATH FALLS,725895nan
US,LAKEVIEW,725896nan
US,FORT BRAGG,725900nan
US,UKIAH MUNICIPAL AIRPORT,72590523275.0
