ctry,station_name,stid
US,LAUGHLIN BULLHEAD IN,723788nan
US,NEEDLES AIRPORT,72380523179.0
US,EDWARDS AIR FORCE BASE,72381023114.0
US,EDWARDS AFB,723810nan
US,TWENTYNINE PALMS NAAS,72381493121.0
US,BARSTOW-DAGGETT AIRPORT,72381523161.0
US,GENERAL WILLIAM J. FOX AIRFIELD AIRPORT,7238163159.0
US,PDLE PRODN FLT/TST AF PLT,72382023182.0
US,PALMDALE PRODUCTION,723820nan
US,SOUTHERN CALIFORNIA LOGISTICS AIRPORT,72382523131.0
US,S CALIF LOGISTICS,723825nan
US,INYOKERN AIRPORT,72382693194.0
US,INYOKERN,723826nan
US,SANDBERG,72383023187.0
US,MEADOWS FIELD AIRPORT,72384023155.0
US,YUCCA FLATS TEST S T,7238503133.0
US,MCCARRAN INTERNATIONAL AIRPORT,72386023169.0
US,DESERT ROCK AIRPORT,7238703160.0
US,BICYCLE LAKE FORT IRWIN AAF(N,723874nan
US,JOLON HUNTER LIGGETT MIL RES,72388493218.0
US,FRESNO YOSEMITE INTERNATIONAL AIRPORT,72389093193.0
US,MAMMOTH YOSEMITE AIRPORT,7238943181.0
US,MAMMOTH YOSEMITE,723894nan
US,PORTERVILLE MUNICIPAL ARPT,72389523149.0
US,PORTERVILLE MUNI,723895nan
US,VISALIA MUNICIPAL AIRPORT,72389693144.0
US,VISALIA MUNI,723896nan
US,FRESNO CHANDLER EXEC,72389723167.0
US,FRESNO CHANDLER EXECUTIVE,723897nan
US,HANFORD MUNICIPAL AIRPORT,72389853119.0
US,HANFORD MUNI,723898nan
US,SAN SIMEON/PT. PIED,72390093226.0
US,POINT PIEDRAS BLANCA,723900nan
US,POINT MUGU,72391093111.0
US,JOLON HUNTER LIGGETT MIL RES,72391493218.0
US,SANTA CRUZ ISLAND,723915nan
US,SANTA PAULA,723920nan
US,POINT ARGUELLO(CGS),723921nan
US,SANTA BARBARA HARBOR,723923nan
US,VENTURA HARBOR,723924nan
US,SANTA BARBARA MUNICIPAL AIRPORT,72392523190.0
US,CAMARILLO AIRPORT,72392623136.0
US,CAMARILLO,723926nan
US,OXNARD AIRPORT,72392793110.0
US,OXNARD,723927nan
US,SANTA PAULA ARPT,723928nan
US,OXNARD / CHANNEL ISLAND,723929nan
US,VANDENBERG AFB,72393093214.0
US,VANDENBERG AFB,723930nan
US,VANDENBERG RANGE,723935nan
US,SANTA MARIA PUB/CAPT G A HANCOCK AP,72394023273.0
US,PT.PIEDRAS BLANCA,723961nan
US,PASO ROBLES MUNICIPAL ARPT,72396593209.0
US,SALBRY-OCN CTY WICO RGNL AP,72398093720.0
US,HARRISBURG INTERNATIONAL AIRPORT,72399014711.0
US,CHESAPEAKE REGIONAL ARPT,7240063701.0
US,CHESAPEAKE RGNL,724006nan
US,SUFFOLK MUNICIPAL AIRPORT,7240073719.0
US,SUFFOLK EXECUTIVE,724007nan
US,HALIFAX COUNTY AIRPORT,72400893781.0
US,HALIFAX CO,724008nan
US,RICHMOND INTERNATIONAL AIRPORT,72401013740.0
US,DINWIDDIE COUNTY AIRPORT,72401493714.0
US,DINWIDDIE CO,724014nan
US,FT PICKETT/BLACKSTO,72401513726.0
US,ALLEN C PERKINSON BLACKSTONE AAF / FT PICKETT VIRGINIA USA,724015nan
US,CHARLOTTESVILLE-ALBEMARLE ARPT,72401693736.0
US,CHARLOTTESVILLE ALB,724016nan
US,FARMVILLE REGIONAL AIRPORT,7240173707.0
US,FARMVILLE RGNL,724017nan
US,WAKEFIELD MUNICIPAL ARPT,72401993773.0
US,WAKEFIELD MUNI,724019nan
US,WALLOPS FLIGHT FACILITY AIRPORT,72402093739.0
US,WALLOPS ISL STN,724020nan
US,WALLOPS ISLAND UAU,72402493739.0
US,WEIRWOOD / KELLAM FIELD,724025nan
US,ACCOMACK COUNTY AIRPORT,7240263716.0
US,ACCOMACK CO,724026nan
US,PARRAMORE BEACH,724027nan
US,CAPE CHARLES COAST GUARD STATION,724028nan
US,RICHMOND (ASOS),72402993775.0
US,RICHMOND (ASOS),724029nan
US,WASHINGTON DULLES INTERNATIONAL AP,72403093738.0
US,SHANNON AIRPORT,7240333706.0
US,SHANNON,724033nan
US,QUANTICO MCAF,72403513773.0
US,MANSAS RGNL/H P DAVS FD AP,7240363710.0
US,MANASSAS RGNL DAVIS,724036nan
US,DAVISON AAF AIRPORT,72403793728.0
US,DAVISON AAF,724037nan
US,NAVAL AIR STATION,72404013721.0
US,EASTON/NEWNAM FIELD AIRPORT,7240433756.0
US,EASTON/NEWMAN/FLD,724043nan
US,SALISBURY OCEAN CIT,72404593720.0
US,INDIAN RIVER COAST GUARD STATION,724046nan
US,THOMAS POINT COAST GUARD STATION,724047nan
US,COVE POINT COAST GUARD LIGHT STA,724048nan
US,SMITH POINT / SUNNYBANK,724049nan
US,RONALD REAGAN WASHINGTON NATL AP,72405013743.0
US,WINCHESTER REGIONAL ARPT,7240533717.0
US,WINCHESTER RGNL,724053nan
US,LESSBURG EXECUTIVE AIRPORT,7240553714.0
US,LEESBURG EXECUTIVE,724055nan
US,MOUNTIAN EMPIRE AIRPORT,72405663805.0
US,MOUNTAIN EMPIRE,724056nan
US,PHILLIPS ARMY AIRFIELD,72405713701.0
US,PHILLIPS AAF,724057nan
US,VIRGINIA HIGHLANDS AIRPORT,72405853818.0
US,VIRGINIA HIGHLANDS,724058nan
US,BALTIMORE-WASHINGTON INTL AIRPORT,72406093721.0
US,FORT RITCHIE/SITE R,724064nan
US,TIPTON AIRPORT,72406593733.0
US,TIPTON,724065nan
US,HGRTWN RGNL-R.HNSON FLD AP,72406693706.0
US,HAGERSTOWN RGNL RIC,724066nan
US,MARTIN STATE AIRPORT,72406793744.0
US,MARTIN STATE,724067nan
US,STILLPOND COAST GUARD STATION,724069nan
US,ATLANTIC CITY INTERNATIONAL AIRPORT,72407093730.0
US,SOUTH JERSEY REGIONAL ARPT,72407493780.0
US,SOUTH JERSEY RGNL,724074nan
US,MILLVILLE MUNICIPAL ARPT,72407513735.0
US,ATLANTIC CITY (CGS),72407613724.0
US,AEROFLEX-ANDOVER AIRPORT,72407754779.0
US,AEROFLEX ANDOVER,724077nan
US,PHILADELPHIA INTERNATIONAL AIRPORT,72408013739.0
US,DOVER(NEXRAD),724083nan
US,MONMOUTH EXECUTIVE,7240844739.0
US,MONMOUTH EXECUTIVE AIRPORT,72408454760.0
US,MONMOUTH EXECUTIVE,724084nan
US,NE PHILADELPHIA AIRPORT,72408594732.0
US,NORTHEAST PHILADELPH,724085nan
US,WILLOW GROVE NAS,72408614793.0
US,MANASQUAN INL COAST GUARD STATIO,724087nan
US,DOVER AFB AIRPORT,72408813707.0
US,DOVER AFB,724088nan
US,WILMINGTON NEW CAST,72408913781.0
US,NAES/MAXFIELD FIELD,72409014780.0
US,SUSSEX COUNTY AIRPORT,72409313764.0
US,SUSSEX CO,724093nan
US,ESSEX COUNTY AIRPORT,72409454743.0
US,ESSEX CO,724094nan
US,TRENTON MERCER AIRPORT,72409514792.0
US,TRENTON MERCER,724095nan
US,MCGUIRE AFB AIRPORT,72409614706.0
US,MC GUIRE AFB,724096nan
US,MORRISTOWN MUNICIPAL AIRPORT,72409754738.0
US,MORRISTOWN MUNI,724097nan
US,AMBROSE / FT. TILDEN,724098nan
US,SANDY HOOK COAST GUARD STATION,724099nan
US,LYNCHBURG RGNL/PRESTON GLENN FLD AP,72410013733.0
US,SOMERSET ARPT ASOS,724104nan
US,SHENANDOAH VALLEY RGNL ART,72410593760.0
US,SHENANDOAH VALLEY RG,724105nan
US,DANVILLE REGIONAL AIRPORT,72410613728.0
US,DANVILLE RGNL,724106nan
US,TWIN COUNTY AIRPORT,72410753895.0
US,TWIN COUNTY,724107nan
US,ROANOKE REGIONAL/WOODRUM FIELD AP,72411013741.0
US,VIRGINIA TECH AIRPORT,72411353881.0
US,VIRGINIA TECH ARPT,724113nan
US,INGALLS FIELD AIRPORT,72411593757.0
US,INGALLS FLD,724115nan
US,NEW RIVER VALLEY AIRPORT,72411613868.0
US,DUBLIN/NEW RIV VLLY,724116nan
US,LONESOME PINE AIRPORT,72411763802.0
US,LONESOME PINE,724117nan
US,MCKNBRG-BRUNWICK RGNL ARPT,72411893797.0
US,MECKLENBURG BRUNSWI,724118nan
US,RALEIGH COUNTY MEMORIAL AIRPORT,7241203872.0
US,MERCER COUNTY AIRPORT,7241253859.0
US,MERCER CO,724125nan
US,WHITE SULPHUR SPRNG,724126nan
US,GREENBRIER VALLEY ARIPORT,72412753801.0
US,GREENBRIER VALLEY,724127nan
US,PIKEVILLE (RAMOS),724131nan
US,PIKEVILLE REMOTE AUTOMATIC METEO,724133nan
US,YEAGER AIRPORT,72414013866.0
US,GRANT CO,7241653725.0
US,GRANT CO,724165nan
US,ELKINS-RAND CO-J.RAND FIELD AIRPORT,72417013729.0
US,HARRISON/MARION RGNL ARPT,7241753802.0
US,HARRISON MARION RGN,724175nan
US,MGTN RGNL-W L B HART FD AP,72417613736.0
US,ETRN WV RGNL/SHPHERD FD AP,72417713734.0
US,NEW CASTLE COUNTY AIRPORT,72418013781.0
US,JULIAN CARROLL AIRPORT,7241903889.0
US,MANSFIELD LAHM REGIONAL AIRPORT,72420014891.0
US,CINCINNATI/NORTHERN KENTUCKY INTL AP,72421093814.0
US,BLUE GRASS AIRPORT,72422093820.0
US,LOUISVILLE  INTL-STANDIFORD FIELD AP,72423093821.0
US,CAPITAL CITY AIRPORT,72423353841.0
US,CAPITAL CITY ARPT,724233nan
US,BOWMAN FIELD AIRPORT,72423513810.0
US,BOWMAN FLD,724235nan
US,JACKSON CARROLL ARPT,7242363889.0
US,OWENSBORO-DAVIESS COUNTY AIRPORT,72423753803.0
US,OWENSBORO DAVIESS C,724237nan
US,HENDERSON CITY-COUNTY ARPT,72423853886.0
US,HENDERSON CITY CO,724238nan
US,GODMAN AAF AIRPORT,72424013807.0
US,FORT KNOX/GODMAN,724240nan
US,LDON-CRBN APT-MGEE FLD APT,7242433849.0
US,TRI-STATE/M.J.FERGUSON FIELD AIRPORT,7242503860.0
US,OAK RIDGE,7242703804.0
US,OAK RIDGE,72427053868.0
US,OAK RIDGE,724270nan
US,PARKERSBURG WOOD COUNTY AP,7242713804.0
US,MID-OHIO VALLEY REGIONAL AIRPORT,7242733804.0
US,WHEELING OHIO COUNTY ARPT,72427514894.0
US,WHEELING OHIO CO,724275nan
US,DAYTON-WRIGHT BROTHERS APT,72427653859.0
US,DAYTON WRIGHT BROTHE,724276nan
US,PORT COLUMBUS INTERNATIONAL AIRPORT,72428014821.0
US,BOLTON FIELD AIRPORT,72428463825.0
US,BOLTON FLD,724284nan
US,RICKENBACKER INTL AIRPORT,72428513812.0
US,RICKENBACKER INTL,724285nan
US,ZANESVILLE MUNICIPAL ARPT,72428693824.0
US,METCALF FIELD AIRPORT,7242874848.0
US,METCALF FLD,724287nan
US,OHIO STATE UNIVERSITY ARPT,7242884804.0
US,OHIO STATE UNIVERSI,724288nan
US,TOLEDO COAST GUARD STATION,724289nan
US,J.M.COX DAYTON INTERNATIONAL AIRPORT,72429093815.0
US,MOUNT WERNER,724293376.0
US,MOUNT WERNER,724293nan
US,FAIRFIELD COUNTY AIRPORT,72429453844.0
US,FAIRFIELD CO,724294nan
US,SPRINGFIELD BECKLEY,7242953867.0
US,SPRINGFIELD-BECKLEY MUNICIPAL AIRPORT,72429563888.0
US,SPRINGFIELD BECKLEY,724295nan
US,AIRBORNE AIRPARK AIRPORT,72429613841.0
US,AIRBORNE AIRPARK,724296nan
US,CINA MUNI APT/LUKN FD APT,72429793812.0
US,LIMA ALLEN COUNTY AIRPORT,7242984850.0
US,LIMA ALLEN CO,724298nan
US,AKRON FULTON INTL AIRPORT,72430314813.0
US,AKRON FULTON INTL,724303nan
US,EVANSVILLE REGIONAL AIRPORT,72432093817.0
US,RACEWAY,724325nan
US,SALEM-LECKRONE AIRPORT,7243303879.0
US,SALEM-LECKRONE,724330nan
US,MOUNT VERNON AIRPORT,72433593894.0
US,MOUNT VERNON,724335nan
US,SOUTHERN ILLINOIS AIRPORT,72433693810.0
US,SOUTHERN ILLINOIS,724336nan
US,VANDALIA MUNICIPAL,7243373838.0
US,SCOTT AIR FORCE BASE/MIDAMERICA AIRPORT,72433813802.0
US,SCOTT AFB MIDAMERIC,724338nan
US,WILLIAMSON COUNTY RGNL APT,7243393865.0
US,WILLIAMSON CO RGNL,724339nan
US,LAMBERT-ST LOUIS INTERNATIONAL AP,72434013994.0
US,ST LOUIS NEXRAD,724343nan
US,SPIRIT OF ST LOUIS AIRPORT,7243453966.0
US,ST CHARLES CO SMARTT ARPT,72434753904.0
US,ST CHARLES CO SMARTT,724347nan
US,BARKLEY REGIONAL AIRPORT,7243503816.0
US,SOMERSET-PULASKI CO-J.T. WILSON FIELD AIRPORT,72435463815.0
US,SOMERSET PULASKI CO,724354nan
US,SHELBYVILLE MINUCIPAL ARPT,72435653866.0
US,SHELBYVILLE MUNI,724356nan
US,COLUMBUS BAKALAR,72436013803.0
US,COLUMBUS BAKALAR,72436113803.0
US,COLUMBUS MUNICIPAL AIRPORT,72436313803.0
US,COLUMBUS MUNI,724363nan
US,HUNTINGBURG AIRPORT,72436553896.0
US,HUNTINGBURG,724365nan
US,TERRE HAUTE HULMAN REGIONAL A,72437093823.0
US,TERRE HAUTE HULMAN REGIONAL A,724370nan
US,TERRE HAUTE HULMAN REGIONAL A,72437193823.0
US,TER HUTE INTL-HULMAN FD AP,7243733868.0
US,TERRE HAUTE INTL HU,72437393823.0
US,TERRE HAUTE INTL HU,724373nan
US,MONROE COUNTY AIRPORT,7243753893.0
US,MONROE CO,724375nan
US,INDIANAPOLIS INTERNATIONAL AIRPORT,72438093819.0
US,EAGLE CREEK AIRPARK ARPT,72438453842.0
US,EAGLE CREEK AIRPARK,724384nan
US,ANRSN MUNI DRNGTON FLD AP,7243854828.0
US,ANDERSON MUNI DARLIN,724385nan
US,PURDUE UNIVERSITY AIRPORT,72438614835.0
US,KOKOMO MUNICIPAL AIRPORT,72438754807.0
US,KOKOMO MUNI,724387nan
US,GOSHEN MUNICIPAL AIRPORT,72438814829.0
US,GOSHEN MUNI,724388nan
US,SHIP SHOAL 207A,72438912991.0
US,SHIP SHOAL 207A,724389nan
US,ABRAHAM LINCOLN CAPITAL AIRPORT,72439093822.0
US,ALTON,724394nan
US,ST LOUIS REGIONAL AIRPORT,7243953958.0
US,ST LOUIS RGNL,724395nan
US,QUINCY RGNL BALDWIN,72439693989.0
US,CENTRAL ILLINOIS REGIONAL AIRPORT,72439754831.0
US,CENTRAL ILLINOIS RG,724397nan
US,WEST PLAINS,724398nan
US,SPRINGFIELD-BRANSON REGIONAL AIRPORT,72440013995.0
US,ROLLA NATIONAL AIRPORT,72442013997.0
US,QUINCY RGNL-BLDWN FLD ARPT,72443093989.0
US,COLUMBIA REGIONAL AIRPORT,7244503945.0
US,SEDALIA MEMORIAL AIRPORT,7244533994.0
US,SEDALIA MEMORIAL,724453nan
US,FARMINGTON REGIONAL ARPT,72445493996.0
US,FARMINGTON RGNL,724454nan
US,KIRKSVILLE REGIONAL ARPT,72445514938.0
US,KIRKSVILLE RGNL,724455nan
US,ROLLA/VICHY AIRPORT,72445613997.0
US,WAYNESVILLE REGIONAL AIRPORT AT FORNEY FIELD,7244573938.0
US,WAYNESVILLE RGNL AR,724457nan
US,JEFFERSON CITY MEMO ARPT,7244583963.0
US,JEFFERSON CITY MEM,724458nan
US,LEE C FINE MEMORIAL ARPT,72445953931.0
US,LEE C FINE MEM,724459nan
US,KANSAS CITY INTERNATIONAL AIRPORT,7244603947.0
US,KANSAS CITY DOWNTOWN AP,72446113988.0
US,CROCKETT HOUSTON COUNTY AP,7244623073.0
US,HOUSTON CO,724462nan
US,C.R. WHEELER DOWNTOWN ARPT,72446313988.0
US,CHARLES B WHEELER D,724463nan
US,AGRICULTURAL SCIENCE CENTER,72446453916.0
US,CHILLICOTHE AGRI-SC,724464nan
US,RICHARD GEBAUR,7244663929.0
US,RICHARDS-GEBAUR AP,724466nan
US,WHITEMAN AFB AIRPORT,72446713930.0
US,WHITEMAN AFB,724467nan
US,JOHNSON CO EXECUTIVE ARPT,7244683967.0
US,JOHNSON CO EXECUTIVE,724468nan
US,NEW CENTURY AIRCENTER ARPT,72447593909.0
US,JOHNSON CO. INDUSTR,724475nan
US,ROSECRANS MEMORIAL AIRPORT,72449013993.0
US,ST. JOSEPH/ROSE-CRA,724490nan
US,WICHITA EISENHOWER NATIONAL,7245003928.0
US,STROTHER FIELD AIRPORT,72450213932.0
US,STROTHER FLD,724502nan
US,SPENCER,724503nan
US,COLONEL JAMES JABARA ARPT,7245043974.0
US,COL JAMES JABARA,724504nan
US,MCCONNELL AFB AIRPORT,7245053923.0
US,MC CONNELL AFB,724505nan
US,HUTCHINSON MUNICIPAL ARPT,72450613986.0
US,HUTCHINSON MUNI,724506nan
US,CHANUTE MARTIN JOHNSON APT,72450713981.0
US,LAWRENCE MUNICIPAL AIRPORT,7245083997.0
US,LAWRENCE MUNI,724508nan
US,NEWTON-CITY-COUNTY AIRPORT,72450953939.0
US,NEWTON CITY CO,724509nan
US,DODGE CITY REGIONAL AIRPORT,72451013985.0
US,GARDEN CITY REGIONAL ARPT,72451523064.0
US,GARDEN CITY RGNL,724515nan
US,LIBERAL MUNICIPAL AIRPORT,72451623020.0
US,LIBERAL MUNI,724516nan
US,GREAT BEND MUNICIPAL ARPT,72451713940.0
US,GREAT BEND MUNI,724517nan
US,HAYS REGIONAL AIRPORT,7245183968.0
US,HAYS RGNL,724518nan
US,COFFEYVILLE MUNICIPAL ARPT,72451993967.0
US,COFFEYVILLE MUNI,724519nan
US,MEDICINE LODGE,7245203957.0
US,PONCA CITY REGIONAL ARPT,72453013969.0
US,MARSHALL ARMY AIRFIELD,72455013947.0
US,FT RILEY/MARSHALL A,724550nan
US,MANHATTAN REGIONAL AIRPORT,7245553936.0
US,MANHATTAN RGNL,724555nan
US,EMPORIA MUNICIPAL AIRPORT,72455613989.0
US,EMPORIA MUNI,724556nan
US,PHILIP BILLARD MUNICIPAL AIRPORT,72456013996.0
US,FORBES FIELD AIRPORT,72456513920.0
US,FORBES FLD,724565nan
US,SHERMAN AAF,72456713921.0
US,BLOSSER MUNICIPAL AIRPORT,72458013984.0
US,RUSSELL MUNICIPAL AIRPORT,72458593997.0
US,SALINA MUNICIPAL AIRPORT,7245863919.0
US,SALINA MUNI,72458613922.0
US,ELKHART / ELKHART-MORTON COUNTY,724600nan
US,ELKHART-MORTON CO AIRPORT,72460493076.0
US,ELKHART MORTON CO,724604nan
US,SAN LUIS VALLEY REGIONAL AIRPORT,72462023061.0
US,DURA-LA PLATA CO AIRPORT,72462593005.0
US,DURANGO-LA PLATA CO,724625nan
US,DURANGO AVIATION WEATHER REPORTI,724626nan
US,TELLURIDE REGIONAL AIRPORT,7246273011.0
US,TELLURIDE RGNL,724627nan
US,LAMAR,724630nan
US,LA JUNTA MUNICIPAL AIRPORT,72463523067.0
US,LAMAR MUNICIPAL AIRPORT,7246363013.0
US,LAMAR MUNI,724636nan
US,PUEBLO MEMORIAL AIRPORT,72464093058.0
US,PERRY STOKES AIRPORT,72464523070.0
US,COMANCHE NATIONAL GRASSLAND,7246463028.0
US,SPRINGFIELD COMANCHE,724646nan
US,RENNER FIELD/GOODLAND MINI AIRPORT,72465023065.0
US,HILL CITY MUNICIPAL ARPT,72465593990.0
US,CITY OF COLORADO SPRINGS MUNICIPAL  AP,72466093037.0
US,PETERSON AFB,724663nan
US,LIMON MUNICIPAL AIRPORT,72466593010.0
US,LIMON MUNI,724665nan
US,CENTENNIAL AIRPORT,72466693067.0
US,CENTENNIAL,724666nan
US,DENVER INTL AP,7246703017.0
US,LEADVILLE/LAKE CO.,724671nan
US,LEADVILLE/LAKE COUNTY APT,72467393009.0
US,LAKE CO,724673nan
US,MEEKER AIRPORT,72467494050.0
US,MEEKER,724674nan
US,EAGLE CO REGIONAL AIRPORT,72467523063.0
US,EAGLE CO RGNL,724675nan
US,ASPEN-PITKIN COUNTY ARPT,72467693073.0
US,ASPEN PITKIN CO SARD,724676nan
US,GUNSN-CRSTED BUTTE RGL APT,72467793007.0
US,GUNNISON CO. (AWOS),724677nan
US,STEAMBOAT SPRINGS/BOB ADAMS FIELD AIRPORT,72467894033.0
US,STEAMBOAT SPRINGS B,724678nan
US,WINTER PARK RESORT,724679nan
US,BUTTS AAF AIRPORT,72468094015.0
US,FORT CARSON/BUTTS,724680nan
US,SALIDA,724684nan
US,SALIDA/ALEXANDER,724685nan
US,GUNNISON AVIATION WEATHER REPORT,724686nan
US,KIT CARSON COUNTY AIRPORT,7246893026.0
US,KIT CARSON COUNTY,724689nan
US,DENVER WSFO,72469023062.0
US,DENVER/STAPLETON INT,724690nan
US,FRONT RANGE AIRPORT,724694450.0
US,FRONT RANGE,724694nan
US,BUCKLEY AIR FORCE BASE,72469523036.0
US,BUCKLEY AFB,724695nan
US,FRASER,724696nan
US,FORT COLLINS DOWNTOWN,724697nan
US,COLORADO PLAINS RGNL ARPT,72469824015.0
US,COLORADO PLAINS RGNL,724698nan
US,ATCT ROCKY MOUNTAIN METRO,7246993065.0
US,BROOMFIELD/JEFFCO,724699nan
US,CARBON COUNTY AIRPORT,72470093141.0
US,PRICE/CARBON COUNTY,724700nan
US,BLANDING,724720nan
US,BLANDING,72472193025.0
US,BLANDING MUNI,72472393025.0
US,BLANDING MUNI,724723nan
US,TOOELE,724725nan
US,HANKSVILLE,72473323170.0
US,HANKSVILLE,72473523170.0
US,HANKSVILLE,724735nan
US,BULLFROG MARINA,724736nan
US,INVERNESS AIRPORT,724737377.0
US,INVERNESS MUNI AIRPORT,724737nan
US,CARRABELLE THOMPSON,724739nan
US,LA BELLE MUNI,724741nan
US,VANDENBERG,724742nan
US,PHILLIPS PLATFORM,724743nan
US,MILFORD MUNICIPAL AIRPORT,72475023176.0
US,MILFORD MUNICIPAL,724750nan
US,ST GEORGE MUNICIPAL ARPT,72475423186.0
US,ST GEORGE MUNI,724754nan
US,CEDAR CITY REGIONAL ARPT,72475593129.0
US,BRYCE CANYON AIRPORT,72475623159.0
US,BRYCE CANYON,724756nan
US,MILFORD MUNICIPAL AP,72475723176.0
US,GRAND JUNCTION REGIONAL AIRPORT,72476023066.0
US,MONTROSE REGIONAL AIRPORT,72476593013.0
US,MONTROSE RGNL,724765nan
US,MONTROSE,724766nan
US,CORTEZ MUNICIPAL AIRPORT,72476793069.0
US,CORTEZ MUNI,724767nan
US,GREELEY-WELD COUNTY ARPT,72476824051.0
US,GREELEY WELD CO,724768nan
US,FORT COLLINS LOVELAND AP,72476994035.0
US,FORT COLLINS (AWOS),724769nan
US,EUREKA,7247703170.0
US,EUREKA (RAMOS),724770nan
US,GREEN RIVER RANGE,724771nan
US,GREEN RIVER RANGE,72477393132.0
US,GREEN RIVER RANGE,724773nan
US,CANYONLANDS FIELD AIRPORT,72477693075.0
US,CANYONLANDS FLD,724776nan
US,DELTA,724795nan
US,LOGAN-CACHE AIRPORT,72479694128.0
US,LOGAN CACHE,724796nan
US,MILFORD MUNI BRISCOE,72479723176.0
US,BISHOP AIRPORT,72480023157.0
US,CASTLE AFB,72481023203.0
US,CASTLE,724810nan
US,MRCD MUNI/MACREADY FLD APT,72481523257.0
US,MERCED MUNI MACREADY,724815nan
US,NUT TREE AIRPORT,72482893241.0
US,NUT TREE,724828nan
US,SACRAMENTO EXECUTIVE AIRPORT,72483023232.0
US,SACRAMENTO MATHER AIRPORT,72483323206.0
US,SACRAMENTO MATHER FL,724833nan
US,POINT CABRILLO,724834nan
US,MATHER FIELD,72483523206.0
US,SACRAMENTO MCCLELLAN AFB,72483623208.0
US,MC CLELLAN AFLD,724836nan
US,BEALE AIR FORCE BASE,72483793216.0
US,BEALE AFB,724837nan
US,YUBA COUNTRY AIRPORT,72483893205.0
US,YUBA CO,724838nan
US,SACRAMENTO INTL AIRPORT,72483993225.0
US,SACRAMENTO INTL,724839nan
US,TONOPAH TEST RANGE,724844nan
US,WELLS,724845nan
US,NORTH LAS VEGAS AIRPORT,72484653123.0
US,NORTH LAS VEGAS,724846nan
US,TONOPAH AIRPORT,72485523153.0
US,HAWTHORNE INDUSTRIAL,724856nan
US,ELY AIRPORT/YELLAND FIELD/AIRPORT,72486023154.0
US,CALIENTE (AMOS),7248703163.0
US,CALIENTE  NV.,724870nan
US,RENO/TAHOE INTERNATIONAL AIRPORT,72488023185.0
US,FALLON NAS,72488593102.0
US,MONTEREY PENINSULA,72491523245.0
US,MONTEREY PENINSULA AIRPORT,72491523259.0
US,MONTEREY PENINSULA,724915nan
US,MARINA MUNI,72491693217.0
US,SALINAS MUNI,72491723233.0
US,CASTROVILLE / MOSS,724918nan
US,STOCKTON METROPOLITAN AIRPORT,72492023237.0
US,CROWS LANDING,72492523240.0
US,MDSTO CTY-CO H SHAM FD APT,72492623258.0
US,LIVERMORE MUNICIPAL ARPT,72492723285.0
US,LIVERMORE MUNICIPAL,724927nan
US,METRO OAKLAND INTL AIRPORT,72493023230.0
US,OAKLAND/METROP. OAK,724930nan
US,HAYWARD AIR TERM,72493593228.0
US,HAYWARD AIR TERM,724935nan
US,CONCORD/BUCHANAN,72493623254.0
US,PALO ALTO AIRPORT OF SANTA CLARA COUNTY,72493723289.0
US,PALO ALTO ARPT OF SA,724937nan
US,SAN CARLOS AIRPORT,72493893231.0
US,SAN CARLOS,724938nan
US,DAVIS POINT AVIATION WEATHER REP,724939nan
US,SAN FRANCISCO INTERNATIONAL AIRPORT,72494023234.0
US,TREASURE ISLAND,724943nan
US,N Y. MINETA SN JO INTL APT,72494523293.0
US,REID-HILLVIEW AIRPORT OF SANTA CLARA COUNTY,72494693232.0
US,REID HILLVIEW OF SAN,724946nan
US,PILLAR PT / EL GRANDA,724947nan
US,CONCORD/BUCHANAN,72495023250.0
US,BUCHANAN FIELD AIRPORT,72495023254.0
US,FARALLON ISLAND,724951nan
US,RIO NIDO,724953nan
US,NAPA COUNTY AIRPORT,72495593227.0
US,NAPA CO,724955nan
US,HAMILTON AAF,72495623211.0
US,SONOMA COUNTY AIRPORT,72495723213.0
US,C M SCHULZ SONOMA CO,724957nan
US,PORT CHICAGO,724958nan
US,POINT REYES COAST GUARD STATION,724959nan
US,CHICO CALIFORNIA MAP,724970nan
US,CHICO MUNICIPAL   &,724971nan
US,CHICO MUNICIPAL AIRPORT,72497393203.0
US,CHICO MUNI,724973nan
US,CAIRO REGIONAL AIRPORT,72497593809.0
US,CAIRO RGNL,724975nan
US,DANSVILLE MUNICIPAL ARPT,72498894704.0
US,DANSVILLE MUNI,724988nan
US,POINT ARENA (CGS),724991nan
US,BODEGA BAY COAST GUARD LIGHT STA,724995nan
US,UPTON,725010nan
US,MONTAUK AIRPORT,72501454780.0
US,MONTAUK,725014nan
US,ORANGE COUNTY AIRPORT,7250154789.0
US,ORANGE CO,725015nan
US,BROOKHAVEN AIRPORT,72501654790.0
US,BROOKHAVEN,725016nan
US,NEWARK LIBERTY INTERNATIONAL AP,72502014734.0
US,CLEVELAND MUNI,725021nan
US,CLEVELAND MUNICIPAL AIRPORT,725023474.0
US,CLEVELAND MUNI,725023nan
US,WILDWOOD,725024nan
US,TETERBORO AIRPORT,72502594741.0
US,TETERBORO,725025nan
US,BRONX / EXECUTION COAST GUARD ST,725026nan
US,MERIDEN MARKHAM MUNI ARPT,72502754788.0
US,MERIDEN MARKHAM MUNI,725027nan
US,BAY SHORE / FIRE ISLAND,725028nan
US,WATERBURY-OXFORD AIRPORT,72502964707.0
US,WATERBURY OXFORD,725029nan
US,LA GUARDIA AIRPORT,72503014732.0
US,NYC CENTRAL PARK,72503394728.0
US,CALVERTON/GRUMMAN,725034nan
